日期,日度加权情绪总和,帖子数,情绪均值,指数1_强度*热度,归一化情绪因子,情绪拟合值
2023-05-04,-19.011991392028413,24,-0.7921663080011839,-2.549884978100108,-0.0951049027689392,0.009229297979412899
2023-05-05,-25.51731617187851,16,-1.5948322607424068,-4.518500042666729,-0.1948786754813583,0.026457209868348184
2023-05-06,15.37445814668998,4,3.843614536672495,6.186058956103542,0.3428234166923132,0.02450968609612338
2023-05-07,8.479537936337406,6,1.4132563227229011,2.750069821603085,0.1773462171073108,-0.0020959693856320554
2023-05-08,-24.759965774218525,21,-1.1790459892485012,-3.64448120722897,-0.1509508494137045,-0.041660541568746004
2023-05-09,39.73863180813651,21,1.892315800387453,5.8492284741583385,0.3273296305344467,-0.07673855719483548
2023-05-10,-16.919826658116317,16,-1.0574891661322698,-2.996092416680828,-0.1179631367928474,-0.08368399892806667
2023-05-11,-24.553156551269065,13,-1.88870435009762,-4.984399058601348,-0.2179906782446426,-0.09321208410150529
2023-05-12,-50.37681562992667,25,-2.0150726251970665,-6.565301144016422,-0.2944805445182876,-0.10644519706483732
2023-05-13,-27.42628433827325,2,-13.713142169136626,-15.065426503266355,-0.6315120097729084,-0.13487353251240114
2023-05-14,-22.495412528127176,7,-3.2136303611610253,-6.68255647260181,-0.3000196353860437,-0.16342279336521975
2023-05-15,1.023780314316455,28,0.0365635826541591,0.1231203994007157,0.0430906613636037,-0.1802086479040128
2023-05-16,-30.830488816010405,21,-1.4681185150481144,-4.538016656575091,-0.1958513935033629,-0.19841737042742036
2023-05-17,-43.24308554903481,16,-2.702692846814676,-7.657305438480622,-0.3452589617397834,-0.22066809448659983
2023-05-18,-14.577297765520314,33,-0.4417362959248579,-1.557721436239582,-0.043952653608748,-0.23662995143653154
2023-05-19,-24.464613550462648,20,-1.2232306775231323,-3.724153244230801,-0.1549827107025365,-0.2407146096656735
2023-05-21,44.59479395954156,5,8.918958791908311,15.98062887105653,0.6987359809859565,-0.21104197083060292
2023-05-22,-36.53558647850568,20,-1.826779323925284,-5.561670640459752,-0.2462894594100279,-0.22868748601156294
2023-05-23,-207.5632259227741,23,-9.024488083598875,-28.6803089210108,-0.8955795366243738,-0.24214661455915307
2023-05-24,-214.33841243761515,43,-4.984614242735236,-18.862725546440004,-0.7355421978358745,-0.25509885329730697
2023-05-25,-46.493929739477,40,-1.162348243486925,-4.316463968795862,-0.1847868854639522,-0.26150729376128745
2023-05-26,-137.71978006654507,20,-6.8859890033272535,-20.964548026546574,-0.7816545215173338,-0.2513505413859441
2023-05-27,-18.99748928046446,3,-6.332496426821487,-8.778704088314482,-0.3953791730527821,-0.2097419003633288
2023-05-28,19.228372187317117,4,4.807093046829278,7.736717798165392,0.4116871361199531,-0.1944550053526526
2023-05-29,-68.47253051536374,33,-2.074925167132234,-7.316934200907704,-0.3296304074790552,-0.16102371726396258
